Id,Code,Name,Description,UnitOfMeasure,CategoryId,CompanyId,ReorderPoint,SupportsMultiPrice,BarcodeNo,AddedOn,ModifiedOn,UpdatedBy,IsActive
641,1726,"Chicken Curry Paste 50G",NULL,3,35,107,2.00,0,NULL,"2017-09-22 19:15:10","2018-11-25 16:16:59",NULL,1
642,1728,"B.B.Q Seasoning 50G",NULL,3,35,107,6.00,0,NULL,"2017-09-22 19:15:10","2018-11-25 16:16:59",NULL,1
643,1885,"Jaffna Curry Paste 60G",NULL,3,35,107,2.00,0,NULL,"2017-09-22 19:15:10","2018-11-25 16:16:59",NULL,1
644,1897,"Rasam Cream 60G Nikado",NULL,13,35,211,12.00,0,NULL,"2017-09-22 19:15:10","2018-11-25 16:16:59",NULL,1
645,81,"Coca-Cola 1Ml Pet",NULL,7,37,85,12.00,0,NULL,"2017-09-22 19:15:10","2020-02-27 13:39:59",4,1
646,82,"Sprite 1Ml",NULL,7,37,85,12.00,0,NULL,"2017-09-22 19:15:10","2020-02-27 13:40:52",4,1
647,83,"Fanta 500Ml Pet",NULL,7,37,22,3.00,0,NULL,"2017-09-22 19:15:10","2018-11-25 16:16:59",NULL,1
648,84,"Coca-Cola 2L Pet",NULL,7,37,85,3.00,0,NULL,"2017-09-22 19:15:11","2019-12-12 14:58:51",2,1
649,85,"Sprite 2L",NULL,7,37,22,10.00,0,NULL,"2017-09-22 19:15:11","2018-11-25 16:16:59",NULL,1
650,711,"Cream Soda 500Ml Pet C",NULL,7,37,22,0.00,0,NULL,"2017-09-22 19:15:11","2018-11-25 16:16:59",NULL,1
651,712,"Soda 500Ml Pet Coco-Cola Beverages",NULL,7,37,22,0.00,0,NULL,"2017-09-22 19:15:11","2019-07-27 18:22:44",2,0
652,713,"Soda 2L Pet Coco-Cola Beverages",NULL,7,37,22,6.00,0,NULL,"2017-09-22 19:15:11","2018-11-25 16:16:59",NULL,1
653,714,"Fanta 2L Pet",NULL,7,37,85,3.00,0,NULL,"2017-09-22 19:15:11","2019-12-12 14:59:50",2,1
654,1495,"Mountain Dew",NULL,7,37,22,0.00,0,NULL,"2017-09-22 19:15:11","2018-11-25 16:16:59",NULL,1
655,1507,"Coca-Cola 400Ml Pet",NULL,7,37,3,12.00,0,NULL,"2017-09-22 19:15:11","2020-02-27 13:58:17",4,1
656,1508,"Sprite 400Ml",NULL,7,37,85,12.00,0,NULL,"2017-09-22 19:15:12","2019-12-12 14:58:18",2,1
657,1509,"Fanta 400Ml Pet",NULL,7,37,85,3.00,0,NULL,"2017-09-22 19:15:12","2019-12-12 14:58:35",2,1
658,1596,"Pepsi 2L",NULL,7,37,22,0.00,0,NULL,"2017-09-22 19:15:12","2018-11-25 16:16:59",NULL,1
659,1978,"Sprite 1.5 ML",NULL,7,37,85,6.00,0,NULL,"2017-09-22 19:15:12","2020-02-27 13:41:25",4,1
660,2029,"Fanta Orange 750Ml",NULL,7,37,22,3.00,0,NULL,"2017-09-22 19:15:12","2018-11-25 16:16:59",NULL,1
661,432,"Orange Crush /Orange Barley 1.5L P/E/H",NULL,7,37,42,3.00,0,NULL,"2017-09-22 19:15:12","2018-11-25 16:16:59",NULL,1
662,433,"Cream Soda 1.5L Pet",NULL,7,37,42,3.00,0,NULL,"2017-09-22 19:15:12","2019-12-29 15:41:01",2,1
663,434,"Necto 1.5L Pet",NULL,7,37,42,3.00,0,NULL,"2017-09-22 19:15:13","2018-11-25 16:16:59",NULL,1
664,435,"Soda 1.5L Pet Elephant House",NULL,7,37,42,12.00,0,NULL,"2017-09-22 19:15:13","2018-11-25 16:16:59",NULL,1
665,437,"Cream Soda 500Ml Pet E",NULL,7,37,42,3.00,0,NULL,"2017-09-22 19:15:13","2019-06-30 15:46:36",6,1
666,438,"Necto 500Ml Pet",NULL,7,37,42,3.00,0,NULL,"2017-09-22 19:15:13","2018-11-25 20:02:38",NULL,1
667,439,"Soda 500Ml Pet  Elephant House",NULL,7,37,42,12.00,0,NULL,"2017-09-22 19:15:13","2018-11-25 20:02:38",NULL,1
668,440,"Ginger Beer 500Ml Pet",NULL,7,37,42,9.00,0,NULL,"2017-09-22 19:15:13","2018-11-25 20:02:38",NULL,1
669,441,"Ginger Ale 500Ml Pet",NULL,7,37,42,6.00,0,NULL,"2017-09-22 19:15:14","2018-11-25 20:02:38",NULL,1
670,442,"Tonic 500Ml",NULL,7,37,42,10.00,0,NULL,"2017-09-22 19:15:14","2019-01-19 19:22:38",NULL,1
671,440,"Elephant House Ginger Beer 500Ml Pet",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:14","2018-11-25 20:02:38",NULL,1
672,600,"Ginger Beer 1.5L Pet",NULL,7,37,54,3.00,0,NULL,"2017-09-22 19:15:14","2018-11-25 20:02:38",NULL,1
673,601,"Kik Cola 1L Pet",NULL,7,37,42,0.00,0,NULL,"2017-09-22 19:15:14","2019-01-27 11:47:51",NULL,1
674,637,"Necto 1L Pet",NULL,7,37,42,2.00,0,NULL,"2017-09-22 19:15:14","2018-11-25 20:02:38",NULL,1
675,1334,"Orange Crush 1L",NULL,7,37,42,2.00,0,NULL,"2017-09-22 19:15:14","2020-02-25 13:42:45",6,1
676,1510,"Ginger Beer 400Ml Pet",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:15","2018-11-25 20:02:38",NULL,1
677,1522,"Mountain Dew",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:15","2018-11-25 20:02:38",NULL,1
678,1792,"Orange Crush 500Ml",NULL,7,37,42,3.00,0,NULL,"2017-09-22 19:15:15","2019-08-08 15:22:35",2,1
679,1799,"Kik Cola 1.5Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:15","2018-11-25 20:02:38",NULL,1
680,2058,"Ginger Beer 1L",NULL,7,37,42,0.00,0,NULL,"2017-09-22 19:15:15","2020-02-25 13:39:52",6,1
681,1952,"Mirinda 300Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:15","2018-11-25 20:02:38",NULL,1
682,1953,"7Up 300Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:16","2018-11-25 20:02:38",NULL,1
683,1954,"Cream Soda 300Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:16","2018-11-25 20:02:38",NULL,1
684,1955,"Zingo 300Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:16","2018-11-25 20:02:38",NULL,1
685,1958,"Pepsi 500Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:16","2018-11-25 20:02:38",NULL,1
686,1959,"Mirinda 500Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:16","2018-11-25 20:02:38",NULL,1
687,1960,"7Up 500Ml",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:16","2018-11-25 20:02:38",NULL,1
688,1961,"7Up 2L",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:17","2018-11-25 20:02:38",NULL,1
689,2006,"Mirinda 2L",NULL,7,37,54,0.00,0,NULL,"2017-09-22 19:15:17","2018-11-25 20:02:38",NULL,1
690,91,"Shopping Bags Badi",NULL,5,38,173,1000.00,0,NULL,"2017-09-22 19:15:17","2018-11-25 20:02:38",NULL,1
691,92,"Shopping Bags Medium",NULL,5,38,173,1000.00,0,NULL,"2017-09-22 19:15:17","2018-11-25 20:02:38",NULL,1
692,93,"Shopping Bags Large",NULL,5,38,173,400.00,0,NULL,"2017-09-22 19:15:17","2018-11-25 20:02:38",NULL,1
693,94,"Shopping Bags Jumbo",NULL,5,38,173,300.00,0,NULL,"2017-09-22 19:15:17","2020-03-07 12:09:51",4,1
694,95,"Shopping Bags King Jumbo",NULL,5,38,173,300.00,0,NULL,"2017-09-22 19:15:18","2020-03-01 11:46:25",6,1
695,96,"Lunch Sheet",NULL,5,38,173,1000.00,0,NULL,"2017-09-22 19:15:18","2018-11-25 20:02:38",NULL,1
696,97,"Grocery 7*10",NULL,5,38,173,500.00,0,NULL,"2017-09-22 19:15:18","2018-11-25 20:02:38",NULL,1
697,715,"Grocery 5*7",NULL,5,38,173,500.00,0,NULL,"2017-09-22 19:15:18","2018-11-25 20:02:38",NULL,1
698,716,"Grocery 9*12",NULL,5,38,173,1000.00,0,NULL,"2017-09-22 19:15:18","2020-03-01 11:45:59",6,1
699,1802,"Potato Bag",NULL,5,38,173,0.00,0,NULL,"2017-09-22 19:15:18","2018-11-25 20:02:38",NULL,1
700,904,"Garbage Bag S",NULL,5,38,50,400.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
701,905,"Garbage Bag M",NULL,5,38,50,300.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
702,906,"Garbage Bag L",NULL,5,38,50,400.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
703,907,"Garbage Bag Exl",NULL,5,38,50,400.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
704,1719,"Mt Bag",NULL,5,38,191,0.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
705,98,"Brown Bag (S)",NULL,5,39,173,500.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
706,717,"Brown Bag (L)",NULL,5,39,173,500.00,0,NULL,"2017-09-22 19:15:19","2019-09-29 13:25:54",2,1
707,1651,"Orbit 5.5G",NULL,3,41,52,0.00,0,NULL,"2017-09-22 19:15:19","2018-11-25 20:02:38",NULL,1
708,167,"Kandos Delta Milk (100 Pcs)",NULL,12,41,34,0.00,0,NULL,"2017-09-22 19:15:20","2018-11-25 20:02:38",NULL,1
709,1115,"Delta Toffee",NULL,5,41,34,0.00,0,NULL,"2017-09-22 19:15:20","2019-06-30 12:06:25",2,1
710,1118,"Bubble Gum (Rs:3)",NULL,5,41,34,200.00,0,NULL,"2017-09-22 19:15:20","2018-11-25 20:02:38",NULL,1
711,1119,"Bubble Gum (Rs:2)",NULL,5,41,34,200.00,0,NULL,"2017-09-22 19:15:20","2018-11-25 20:02:38",NULL,1
712,836,"Hacks Toffee",NULL,5,41,178,200.00,0,NULL,"2017-09-22 19:15:20","2018-11-25 20:02:38",NULL,1
713,837,"Candyman Toffee",NULL,5,41,178,0.00,0,NULL,"2017-09-22 19:15:20","2018-11-25 20:02:38",NULL,1
714,2140,"Lollypop Rs:05",NULL,5,41,117,0.00,0,NULL,"2017-09-22 19:15:21","2019-12-27 16:15:36",4,1
715,2141,"Lollypop Rs:10.00",NULL,5,41,117,400.00,0,NULL,"2017-09-22 19:15:21","2018-11-25 20:02:38",NULL,1
716,888,"Toffees Rs:1",NULL,5,41,38,200.00,0,NULL,"2017-09-22 19:15:21","2018-11-25 20:02:38",NULL,1
717,889,"Toffees Rs:2",NULL,5,41,38,300.00,0,NULL,"2017-09-22 19:15:21","2020-04-21 15:57:30",4,1
718,1149,"Jujubes 75G",NULL,3,41,203,3.00,0,NULL,"2017-09-22 19:15:22","2018-11-25 20:02:38",NULL,1
719,1150,"Jujubes 40G",NULL,3,41,203,3.00,0,NULL,"2017-09-22 19:15:22","2018-11-25 20:02:38",NULL,1
720,1151,"Jujubes Bottle",NULL,5,41,191,400.00,0,NULL,"2017-09-22 19:15:22","2019-11-19 16:17:05",2,1
721,1273,"Peppermint 18G",NULL,5,41,203,10.00,0,NULL,"2017-09-22 19:15:22","2018-11-25 20:06:40",NULL,1
722,1844,"Peppermint 30G",NULL,5,41,203,10.00,0,NULL,"2017-09-22 19:15:23","2018-11-25 20:06:40",NULL,1
723,1895,"Peppermint 12G",NULL,5,41,203,10.00,0,NULL,"2017-09-22 19:15:23","2018-11-25 20:06:40",NULL,1
724,2203,"Jujubes 70G",NULL,3,41,203,3.00,0,NULL,"2017-09-22 19:15:23","2018-11-25 20:06:40",NULL,1
725,213,"Cheese 1*44 Anchor",NULL,5,42,15,0.00,0,NULL,"2017-09-22 19:15:23","2018-11-25 20:06:40",NULL,1
726,749,"Chees 176(S) Anchor",NULL,5,42,15,0.00,0,NULL,"2017-09-22 19:15:23","2019-05-05 16:45:28",NULL,0
727,1704,"Cheese (28) Anchor",NULL,5,42,15,12.00,0,NULL,"2017-09-22 19:15:24","2020-03-01 11:38:43",6,1
728,606,"Cheese Slices (8 Pieces) 150G",NULL,5,42,23,3.00,0,NULL,"2017-09-22 19:15:24","2020-05-16 12:37:26",4,1
729,607,"Cheese Slices (60 Pieces) 800G",NULL,5,42,23,3.00,0,NULL,"2017-09-22 19:15:24","2020-03-01 11:39:20",6,1
730,608,"Cheese Slices (10 Pieces) 200G",NULL,5,42,169,3.00,0,NULL,"2017-09-22 19:15:24","2018-11-25 20:06:40",NULL,1
731,2046,"Cheese Feta 200g",NULL,3,42,169,3.00,0,NULL,"2017-09-22 19:15:24","2020-03-01 11:39:41",6,1
732,708,"Cheese Happy Cow",NULL,5,42,11,50.00,0,NULL,"2017-09-22 19:15:25","2020-03-15 20:04:16",2,1
733,2002,"Cheese Cheddar 250G Kraft",NULL,3,42,117,3.00,0,NULL,"2017-09-22 19:15:25","2019-08-27 16:18:53",2,1
734,1512,"Cheese Milca 200G",NULL,3,42,117,3.00,0,NULL,"2017-09-22 19:15:27","2020-03-01 11:40:26",6,0
735,1677,"Cheese Spread 240G",NULL,3,42,117,3.00,0,NULL,"2017-09-22 19:15:28","2018-11-25 20:06:40",NULL,1
736,1995,"Cheese Kraft",NULL,3,42,117,18.00,0,NULL,"2017-09-22 19:15:30","2020-03-01 11:41:25",6,0
737,2172,"Cheese Chaddar Tin  160G",NULL,18,42,117,3.00,0,NULL,"2017-09-22 19:15:31","2020-03-01 11:42:06",6,1
738,1434,"Cheese Ball - Red","Cheese Ball - Red",3,42,29,6.00,0,NULL,"2017-09-22 19:15:34","2020-03-01 11:43:09",6,1
739,1436,"Cheese Gouda (Block Cheese)",NULL,3,42,29,2.00,0,NULL,"2017-09-22 19:15:36","2020-03-01 11:43:36",6,1
740,1613,"Cheese Pamastern",NULL,3,42,29,4.00,0,NULL,"2017-09-22 19:15:36","2018-11-25 20:06:40",NULL,1
741,2212,"Paneer 200G",NULL,3,42,137,0.00,0,NULL,"2017-09-22 19:15:38","2018-11-25 20:06:40",NULL,1
742,2213,"Cheese Mozzarella 200G",NULL,3,42,167,4.00,0,NULL,"2017-09-22 19:15:39","2018-11-25 20:06:40",NULL,1
743,155,"O-Kay 15G",NULL,5,43,125,36.00,0,NULL,"2017-09-22 19:15:40","2019-08-01 16:44:56",2,1
744,156,"Rolla 30G",NULL,5,43,125,24.00,0,NULL,"2017-09-22 19:15:40","2018-11-25 20:06:40",NULL,1
745,157,"Ah-Ha 20G",NULL,5,43,125,0.00,0,NULL,"2017-09-22 19:15:40","2018-11-25 20:06:40",NULL,1
746,158,"O-La 13G",NULL,5,43,125,0.00,0,NULL,"2017-09-22 19:15:40","2018-11-25 20:06:40",NULL,1
747,161,"Cake 220G (Butter Sponge)",NULL,8,43,125,0.00,0,NULL,"2017-09-22 19:15:40","2018-11-25 20:06:40",NULL,1
748,162,"Layer Cake 480G",NULL,8,43,88,3.00,0,NULL,"2017-09-22 19:15:41","2020-01-11 16:35:46",4,1
749,980,"Cake Choco-Log",NULL,8,43,125,2.00,0,NULL,"2017-09-22 19:15:41","2018-11-25 20:06:40",NULL,1
750,2032,"Cake Delight",NULL,8,43,125,2.00,0,NULL,"2017-09-22 19:15:41","2018-11-25 20:06:40",NULL,1
751,649,"Cake 310G (Tiara)",NULL,8,43,125,3.00,0,NULL,"2017-09-22 19:15:41","2020-02-18 13:18:21",4,1
752,651,"Little Lion Little Madeira Cake 250G",NULL,8,43,55,0.00,0,NULL,"2017-09-22 19:15:42","2018-11-25 20:22:36",NULL,1
753,1571,"Cake Madeira 250G",NULL,8,43,55,3.00,0,NULL,"2017-09-22 19:15:42","2019-06-30 15:09:49",2,1
754,1572,"Cake Cream 300G Little Lion",NULL,8,43,55,2.00,0,NULL,"2017-09-22 19:15:42","2018-11-25 20:22:36",NULL,1
755,1573,"Cake Chocolate Roll 225G",NULL,8,43,55,3.00,0,NULL,"2017-09-22 19:15:43","2020-02-20 16:46:41",2,1
756,2132,"Cake Date 375G",NULL,8,43,55,3.00,0,NULL,"2017-09-22 19:15:43","2018-11-25 20:22:36",NULL,1
757,1825,"Sprinkles Jimmies",NULL,3,43,201,0.00,0,NULL,"2017-09-22 19:15:43","2018-11-25 20:22:36",NULL,1
758,1756,"Candy Feel",NULL,2,43,206,3.00,0,NULL,"2017-09-22 19:15:43","2018-11-25 20:22:36",NULL,1
759,201,"Chili Powder Wijaya 500g",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:43","2020-03-11 14:51:07",4,1
760,202,"Curry Powder Wijaya 500g",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:44","2020-04-05 09:54:30",2,1
761,239,"Chili Pieces Wijaya 500g",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:44","2020-03-08 13:19:04",6,1
762,422,"Pepper Powder Wijaya 1Kg",NULL,3,44,20,5.00,0,NULL,"2017-09-22 19:15:44","2020-03-08 13:42:15",6,0
763,755,"Roasted Curry Powder 500G Wijaya",NULL,3,44,20,6.00,0,NULL,"2017-09-22 19:15:44","2019-01-13 12:45:39",NULL,1
764,1336,"Roasted Curry Powder 50G Wijaya",NULL,3,44,20,6.00,0,NULL,"2017-09-22 19:15:44","2019-01-17 08:25:29",NULL,1
765,1791,"Pepper Powder Wijaya 500G",NULL,3,44,20,6.00,0,NULL,"2017-09-22 19:15:44","2020-03-08 13:42:54",6,1
766,1823,"Pepper Powder Wijaya 50G",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:44","2020-05-14 16:44:08",6,1
767,1824,"Pepper Powder Wijaya 100G",NULL,3,44,20,5.00,0,NULL,"2017-09-22 19:15:45","2020-03-08 13:44:31",6,1
768,1835,"Chili Pieces Wijaya 100g",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:45","2020-03-08 13:19:24",6,1
769,1870,"Chili Pieces Wijaya 50g",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:45","2020-03-08 13:19:44",6,1
770,1996,"Chili Pieces Wijaya 250g",NULL,3,44,20,10.00,0,NULL,"2017-09-22 19:15:45","2020-04-06 08:55:42",2,1
771,240,"Mustard Seed 100G Kotmale",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:45","2018-11-25 20:22:36",NULL,1
772,241,"Dill Seed 100G Kotmale (Fenugreek)",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:46","2020-05-16 14:29:05",4,1
773,242,"Mustard Seed 50G Kotmale",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:46","2018-11-25 20:22:36",NULL,1
774,411,"Chili Powder Kotmale 250g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:46","2020-03-08 13:11:29",6,1
775,412,"Chili Powder Kotmale100g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:46","2020-03-08 13:54:36",2,1
776,413,"Chili Powder Kotmale 50g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:46","2020-03-08 13:12:42",6,1
777,414,"Chili Pieces Kotmale 100g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:46","2020-03-08 13:26:53",6,1
778,415,"Chili Pieces Kotmale 50g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:47","2020-03-08 13:27:42",6,1
779,416,"Chili Pieces Kotmale 250g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:47","2020-03-08 13:28:03",6,1
780,417,"Curry Powder Kotmale 500g",NULL,3,44,31,20.00,0,NULL,"2017-09-22 19:15:48","2020-03-08 13:38:03",6,1
781,418,"Curry Powder Kotmale 250g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:48","2020-05-12 16:47:50",2,1
782,419,"Curry Powder  Kotmale 100g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:49","2020-04-09 09:24:22",2,1
783,420,"Curry Powder Kotmale 50g",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:49","2020-03-08 13:38:59",6,1
784,421,"Turmeric Powder Kotmale 500G",NULL,3,44,31,6.00,0,NULL,"2017-09-22 19:15:50","2020-03-08 13:55:40",2,1
785,423,"Turmeric Powder  Kotmale 100g",NULL,3,44,31,20.00,0,NULL,"2017-09-22 19:15:51","2020-03-08 13:56:02",2,1
786,424,"Turmeric Powder  Kotmale 50G",NULL,3,44,31,20.00,0,NULL,"2017-09-22 19:15:51","2020-03-08 13:57:06",2,1
787,425,"Pepper Powder Kotmale 1Kg",NULL,3,44,31,5.00,0,NULL,"2017-09-22 19:15:52","2020-03-08 13:45:00",6,1
788,426,"Pepper Powder Kotmale 100G",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:52","2020-03-08 13:45:55",6,1
789,427,"Pepper Powder Kotmale 50G",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:53","2020-03-08 15:25:45",6,1
790,1276,"Roasted Curry Powder 500G Kotmale",NULL,3,44,31,5.00,0,NULL,"2017-09-22 19:15:53","2018-11-25 20:22:36",NULL,1
791,1277,"Roasted Curry Powder 50G Kotmale",NULL,3,44,31,5.00,0,NULL,"2017-09-22 19:15:54","2018-11-25 20:22:36",NULL,1
792,1278,"Roasted Curry Powder 100G Kotmale",NULL,3,44,31,5.00,0,NULL,"2017-09-22 19:15:54","2018-11-25 20:22:36",NULL,1
793,1523,"Chili Powder Kotmale 500g",NULL,3,44,31,20.00,0,NULL,"2017-09-22 19:15:55","2020-05-13 12:50:56",4,1
794,1524,"Chili Pieces Kotmale 500g",NULL,3,44,31,20.00,0,NULL,"2017-09-22 19:15:55","2020-03-08 13:28:21",6,1
795,1723,"Roasted Curry Powder 250G Kothmale",NULL,3,44,31,5.00,0,NULL,"2017-09-22 19:15:55","2020-02-23 16:55:42",4,1
796,2150,"Turmeric Powder Kotmale 250G",NULL,3,44,31,5.00,0,NULL,"2017-09-22 19:15:56","2020-03-08 13:57:30",2,1
797,2151,"Dill Seed 50G Kotmale [Fenugreek]",NULL,3,44,31,10.00,0,NULL,"2017-09-22 19:15:56","2018-11-25 20:22:36",NULL,1
798,269,"Pepper Powder Ruhunu100G",NULL,3,44,43,10.00,0,NULL,"2017-09-22 19:15:57","2020-03-08 13:47:42",2,1
799,270,"Pepper Powder Ruhunu50G",NULL,3,44,43,10.00,0,NULL,"2017-09-22 19:15:58","2020-03-08 13:48:11",2,1
800,2020,"Chili Powder Ruhunu 500g",NULL,3,44,43,5.00,0,NULL,"2017-09-22 19:15:58","2020-03-08 13:13:39",6,1
801,80,"Pepper Powder  Lucky Grin 1kg",NULL,2,44,136,10.00,0,NULL,"2017-09-22 19:15:58","2020-03-08 13:48:34",2,1
802,940,Cardamon,NULL,2,44,191,2.00,0,NULL,"2017-09-22 19:15:58","2019-08-30 19:11:27",2,1
803,941,Cloves,NULL,2,44,191,2.00,0,NULL,"2017-09-22 19:15:59","2018-11-25 20:22:36",NULL,1
804,1015,"Aachi Chili Powder 500G",NULL,3,44,57,2.00,0,NULL,"2017-09-22 19:16:00","2018-11-25 20:22:36",NULL,1
805,2105,"Coriander Powder 500G",NULL,2,44,192,0.00,0,NULL,"2017-09-22 19:16:01","2018-11-25 20:22:36",NULL,1
806,2106,"Chili Powder Kashmir 100g",NULL,3,44,192,6.00,0,NULL,"2017-09-22 19:16:02","2020-03-08 13:14:02",6,1
807,1887,"White Pepper Tin 60G",NULL,18,44,107,2.00,0,NULL,"2017-09-22 19:16:02","2018-11-25 20:22:36",NULL,1
808,1890,"Roast Seasoning 50G",NULL,3,44,107,6.00,0,NULL,"2017-09-22 19:16:03","2020-03-01 13:00:12",6,1
809,314,"Corn Flour Delmege 100g",NULL,3,45,60,3.00,0,NULL,"2017-09-22 19:16:04","2020-03-08 13:01:08",6,1
810,315,"Corn Flour Delmege 200g",NULL,3,45,60,6.00,0,NULL,"2017-09-22 19:16:04","2020-03-08 13:00:51",6,1
811,190,"Thosai Mixture 400G",NULL,3,45,26,30.00,0,NULL,"2017-09-22 19:16:05","2019-09-20 13:02:31",2,1
812,191,"Kurakkan Flour 400G Harischandra",NULL,3,45,26,30.00,0,NULL,"2017-09-22 19:16:06","2020-04-09 09:39:40",2,1
813,704,"Hopper Mixture 400G - HC",NULL,3,45,26,10.00,0,NULL,"2017-09-22 19:16:06","2019-12-04 10:26:52",4,1
814,236,"Hopper Mixture 400G - MDK",NULL,3,45,80,10.00,0,NULL,"2017-09-22 19:16:06","2019-05-08 15:20:42",NULL,1
815,237,"Challenge 1Kg MDK",NULL,3,45,171,0.00,0,NULL,"2017-09-22 19:16:06","2018-11-25 20:22:36",NULL,1
816,1341,"String Hopper Steam Wheat Flour MDK",NULL,3,45,80,10.00,0,NULL,"2017-09-22 19:16:07","2019-05-08 15:20:25",NULL,1
817,1601,"Idly Mix 400G MDK",NULL,3,45,171,10.00,0,NULL,"2017-09-22 19:16:07","2018-11-25 20:22:36",NULL,1
818,1602,"MDK Thosai Mixture 400G",NULL,3,45,171,10.00,0,NULL,"2017-09-22 19:16:07","2018-11-25 20:22:36",NULL,1
819,1903,"String Hopper Flour Red(N) MDK",NULL,3,45,171,20.00,0,NULL,"2017-09-22 19:16:07","2020-01-05 15:15:26",2,1
820,1904,"String Hopper Flour White(N) MDK",NULL,3,45,80,20.00,0,NULL,"2017-09-22 19:16:07","2020-02-22 17:01:01",2,1
821,1817,"Green Gram Flour",NULL,2,45,136,30.00,0,NULL,"2017-09-22 19:16:08","2018-06-03 16:44:14",NULL,1
822,2117,"Idly Rawa 1Kg",NULL,2,45,182,30.00,0,NULL,"2017-09-22 19:16:08","2018-06-03 16:44:14",NULL,1
823,1670,"Corn Flour MD 100g",NULL,3,45,184,30.00,0,NULL,"2017-09-22 19:16:08","2020-03-08 13:01:34",6,1
824,856,"String Hopper Flour Rangiri White",NULL,3,45,187,30.00,0,NULL,"2017-09-22 19:16:08","2019-07-05 10:01:45",2,1
825,1588,"String Hopper Flour Rangiri Red",NULL,3,45,187,30.00,0,NULL,"2017-09-22 19:16:09","2018-06-03 16:44:14",NULL,1
826,1014,"Bajji-Bonda Powder 200G Shakti",NULL,3,45,192,30.00,0,NULL,"2017-09-22 19:16:09","2018-06-03 16:44:14",NULL,1
827,1736,"Hopper Mixture 400G - Nikado",NULL,3,45,211,30.00,0,NULL,"2017-09-22 19:16:10","2018-06-03 16:44:14",NULL,1
828,1834,"Harpic Bathroom Cleaner",NULL,7,47,36,30.00,0,NULL,"2017-09-22 19:16:10","2018-06-03 16:44:14",NULL,1
829,1795,"Oven Cleaner 5L",NULL,10,47,39,30.00,0,NULL,"2017-09-22 19:16:12","2018-06-03 16:44:14",NULL,1
830,1657,"Bio Clean 500Ml",NULL,7,47,178,30.00,0,NULL,"2017-09-22 19:16:12","2018-06-03 16:44:14",NULL,1
831,1944,"Steel wool(L)",NULL,5,47,206,30.00,0,NULL,"2017-09-22 19:16:12","2018-06-03 16:44:14",NULL,1
832,1917,"Drain Cleaner 50G",NULL,3,47,52,30.00,0,NULL,"2017-09-22 19:16:13","2018-06-03 16:44:14",NULL,1
833,1094,"Salad Oil 650Ml",NULL,7,48,167,30.00,0,NULL,"2017-09-22 19:16:14","2018-06-03 16:44:14",NULL,1
834,504,"Oil East- West 20L",NULL,10,48,30,30.00,0,NULL,"2017-09-22 19:16:15","2018-06-03 16:44:14",NULL,1
835,515,"Sesame Oil 300ml",NULL,7,48,167,30.00,0,NULL,"2017-09-22 19:16:15","2020-01-14 13:04:40",2,1
