ProductId,Quantity,ExpiryDate,PriceId
6840,500,2020-03-02,3837
6841,500,2020-03-03,3838
6842,500,2020-03-04,3839
6843,500,2020-03-05,3840
6844,500,2020-03-06,3841
6845,500,2020-03-07,3842
6846,500,2020-03-08,3843
6847,500,2020-03-09,3844
6848,500,2020-03-10,3845
6849,500,2020-03-11,3846
6850,500,2020-03-12,3847
6851,500,2020-03-13,3848
6852,500,2020-03-14,3849
6853,500,2020-03-15,3850
6854,500,2020-03-16,3851
6855,500,2020-03-17,3852
6856,500,2020-03-18,3853
6857,500,2020-03-19,3854
6858,500,2020-03-20,3855
6859,500,2020-03-21,3856
6860,500,2020-03-22,3857
6861,500,2020-03-23,3858
6862,500,2020-03-24,3859
6863,500,2020-03-25,3860
6864,500,2020-03-26,3861
6865,500,2020-03-27,3862
6866,500,2020-03-28,3863
6867,500,2020-03-29,3864
6868,500,2020-03-30,3865
6869,500,2020-03-31,3866
6870,500,2020-04-01,3867
6871,500,2020-04-02,3868
6872,479,2020-04-03,3869
6873,500,2020-04-04,3870
6874,500,2020-04-05,3871
6875,500,2020-04-06,3872
6876,500,2020-04-07,3873
6877,500,2020-04-08,3874
6878,500,2020-04-09,3875
6879,500,2020-04-10,3876
6880,500,2020-04-11,3877
6881,500,2020-04-12,3878
6882,500,2020-04-13,3879
6883,500,2020-04-14,3880
6884,500,2020-04-15,3881
6885,500,2020-04-16,3882
6886,500,2020-04-17,3883
6887,500,2020-04-18,3884
6888,500,2020-04-19,3885
6889,500,2020-04-20,3886
6890,500,2020-04-21,3887
6891,500,2020-04-22,3888
6892,500,2020-04-23,3889
6893,500,2020-04-24,3890
6894,500,2020-04-25,3891
6895,500,2020-04-26,3892
6896,500,2020-04-27,3893
6897,500,2020-04-28,3894
6898,500,2020-04-29,3895
6899,500,2020-04-30,3896
6900,500,2020-05-01,3897
6901,500,2020-05-02,3898
6902,500,2020-05-03,3899
6903,500,2020-05-04,3900
6904,500,2020-05-05,3901
6905,500,2020-05-06,3902
6906,500,2020-05-07,3903
6907,500,2020-05-08,3904
6908,500,2020-05-09,3905
6909,500,2020-05-10,3906
